ngay,nam,thang,gia_ruot_trang_vnd_kg,gia_ruot_do_vnd_kg,xu_huong
2018-05-20,2018,5,4700,10000,cao
2018-05-21,2018,5,4700,10000,cao
2018-05-22,2018,5,4500,9700,cao
2018-05-23,2018,5,4700,9800,cao
2018-05-24,2018,5,4900,9400,cao
2018-05-25,2018,5,5000,9500,cao
2018-05-26,2018,5,5200,9200,cao
2018-05-27,2018,5,5400,8900,cao
2018-05-28,2018,5,5300,8600,cao
2018-05-29,2018,5,5200,8300,cao
2018-05-30,2018,5,5200,8300,cao
2018-05-31,2018,5,4900,8500,cao
2018-06-01,2018,6,4900,8700,cao
2018-06-02,2018,6,4700,8800,cao
2018-06-03,2018,6,5000,8600,cao
2018-06-04,2018,6,5000,8700,cao
2018-06-05,2018,6,5000,8900,cao
2018-06-06,2018,6,4700,9000,cao
2018-06-07,2018,6,4900,9400,cao
2018-06-08,2018,6,4900,9500,cao
2018-06-09,2018,6,4800,9700,cao
2018-06-10,2018,6,4600,9200,cao
2018-06-11,2018,6,4800,9300,cao
2018-06-12,2018,6,4600,9200,cao
2018-06-13,2018,6,4800,9200,cao
2018-06-14,2018,6,5000,9300,cao
2018-06-15,2018,6,5000,9400,cao
2018-06-16,2018,6,5100,9300,cao
2018-06-17,2018,6,5200,9500,cao
2018-06-18,2018,6,5400,9300,cao
2018-06-19,2018,6,5500,9500,cao
2018-06-20,2018,6,5500,9800,cao
2018-06-21,2018,6,5300,9400,cao
2018-06-22,2018,6,5100,9300,cao
2018-06-23,2018,6,5000,9000,cao
2018-06-24,2018,6,5200,8900,cao
2018-06-25,2018,6,5200,8600,cao
2018-06-26,2018,6,5200,8900,cao
2018-06-27,2018,6,5300,9200,cao
2018-06-28,2018,6,5400,9100,cao
2018-06-29,2018,6,5100,9500,cao
2018-06-30,2018,6,4800,9400,cao
2018-07-01,2018,7,4900,9200,cao
2018-07-02,2018,7,5100,9000,cao
2018-07-03,2018,7,5000,9000,cao
2018-07-04,2018,7,4800,8500,cao
2018-07-05,2018,7,4600,8400,cao
2018-07-06,2018,7,4700,8200,cao
2018-07-07,2018,7,4800,8100,cao
2018-07-08,2018,7,4700,8200,cao
2018-07-09,2018,7,4700,8000,cao
2018-07-10,2018,7,4800,8100,cao
2018-07-11,2018,7,5000,8300,cao
2018-07-12,2018,7,5300,8500,cao
2018-07-13,2018,7,5400,8800,cao
2018-07-14,2018,7,5500,9000,cao
2018-07-15,2018,7,5300,9200,cao
2018-07-16,2018,7,5200,9300,cao
2018-07-17,2018,7,5400,9300,cao
2018-07-18,2018,7,5200,9200,cao
2018-07-19,2018,7,5200,8900,cao
2018-07-20,2018,7,5400,8700,cao
2018-07-21,2018,7,5400,8600,cao
2018-07-22,2018,7,5400,9000,cao
2018-07-23,2018,7,5500,9000,cao
2018-07-24,2018,7,5600,9000,cao
2018-07-25,2018,7,5300,9300,cao
2018-07-26,2018,7,5300,9200,cao
2018-07-27,2018,7,5100,9600,cao
2018-07-28,2018,7,5300,9700,cao
2018-07-29,2018,7,5300,9400,cao
2018-07-30,2018,7,5500,9400,cao
2018-07-31,2018,7,5300,9400,cao
2018-08-01,2018,8,5100,9500,cao
2018-08-02,2018,8,5300,9300,cao
2018-08-03,2018,8,5500,9200,cao
2018-08-04,2018,8,5800,9100,cao
2018-08-05,2018,8,5700,9100,cao
2018-08-06,2018,8,5800,9000,cao
2018-08-07,2018,8,5600,9100,cao
2018-08-08,2018,8,5500,9000,cao
2018-08-09,2018,8,5400,8800,cao
2018-08-10,2018,8,5600,8500,cao
2018-08-11,2018,8,5400,8100,cao
2018-08-12,2018,8,5300,8100,cao
2018-08-13,2018,8,5400,8000,cao
2018-08-14,2018,8,5400,8000,cao
2018-08-15,2018,8,5400,8000,cao
2018-08-16,2018,8,5400,8000,cao
2018-08-17,2018,8,5400,8000,cao
2018-08-18,2018,8,5600,8100,cao
2018-08-19,2018,8,5600,8200,cao
2018-08-20,2018,8,5800,8600,cao
2018-08-21,2018,8,5500,8900,cao
2018-08-22,2018,8,5600,9300,cao
2018-08-23,2018,8,5800,9100,cao
2018-08-24,2018,8,5900,9100,cao
2018-08-25,2018,8,6000,9000,cao
2018-08-26,2018,8,5800,8600,cao
2018-08-27,2018,8,5900,8600,cao
2018-08-28,2018,8,5700,8300,cao
2018-08-29,2018,8,5700,8100,cao
2018-08-30,2018,8,5900,8000,cao
2018-08-31,2018,8,6000,7600,cao
2018-09-01,2018,9,6000,7300,cao
2018-09-02,2018,9,5800,7600,cao
2018-09-03,2018,9,6000,7500,cao
2018-09-04,2018,9,6200,7200,cao
2018-09-05,2018,9,6300,7100,cao
2018-09-06,2018,9,6100,7300,cao
2018-09-07,2018,9,6200,7100,cao
2018-09-08,2018,9,6000,7300,cao
2018-09-09,2018,9,5900,7500,cao
2018-09-10,2018,9,6100,7200,cao
2018-09-11,2018,9,6200,7600,cao
2018-09-12,2018,9,6400,7800,cao
2018-09-13,2018,9,6600,8100,cao
2018-09-14,2018,9,6300,8200,cao
2018-09-15,2018,9,6400,8500,cao
2018-09-16,2018,9,6200,8600,cao
2018-09-17,2018,9,6300,8900,cao
2018-09-18,2018,9,6000,8900,cao
2018-09-19,2018,9,5700,8500,cao
2018-09-20,2018,9,5800,8800,cao
2018-09-21,2018,9,5900,8500,cao
2018-09-22,2018,9,5900,8800,cao
2018-09-23,2018,9,6100,9000,cao
2018-09-24,2018,9,6300,9100,cao
2018-09-25,2018,9,6200,9400,cao
2018-09-26,2018,9,6000,9000,cao
2018-09-27,2018,9,5800,8700,cao
2018-09-28,2018,9,5800,8700,cao
2018-09-29,2018,9,5500,8700,cao
2018-09-30,2018,9,5300,8800,cao
2018-10-01,2018,10,5100,8500,thap_vu
2018-10-02,2018,10,5100,8900,thap_vu
2018-10-03,2018,10,5300,9000,thap_vu
2018-10-04,2018,10,5500,9100,thap_vu
2018-10-05,2018,10,5500,9100,thap_vu
2018-10-06,2018,10,5700,9200,thap_vu
2018-10-07,2018,10,5800,9200,thap_vu
2018-10-08,2018,10,5700,9300,thap_vu
2018-10-09,2018,10,6000,9000,thap_vu
2018-10-10,2018,10,5700,9000,thap_vu
2018-10-11,2018,10,5500,8700,thap_vu
2018-10-12,2018,10,5600,9100,thap_vu
2018-10-13,2018,10,5300,9200,thap_vu
2018-10-14,2018,10,5100,9400,thap_vu
2018-10-15,2018,10,4900,9400,thap_vu
2018-10-16,2018,10,5100,9400,thap_vu
2018-10-17,2018,10,4800,9700,thap_vu
2018-10-18,2018,10,5000,9800,thap_vu
2018-10-19,2018,10,5200,9500,thap_vu
2018-10-20,2018,10,4900,9300,thap_vu
2018-10-21,2018,10,5200,8900,thap_vu
2018-10-22,2018,10,5000,8600,thap_vu
2018-10-23,2018,10,5000,8400,thap_vu
2018-10-24,2018,10,4700,8400,thap_vu
2018-10-25,2018,10,4900,8400,thap_vu
2018-10-26,2018,10,5000,8300,thap_vu
2018-10-27,2018,10,4800,8600,thap_vu
2018-10-28,2018,10,4900,8500,thap_vu
2018-10-29,2018,10,4800,8700,thap_vu
2018-10-30,2018,10,5100,8400,thap_vu
2018-10-31,2018,10,5100,8700,thap_vu
2018-11-01,2018,11,4900,8500,thap_vu
2018-11-02,2018,11,5100,8500,thap_vu
2018-11-03,2018,11,5200,8300,thap_vu
2018-11-04,2018,11,5200,8800,thap_vu
2018-11-05,2018,11,5000,8800,thap_vu
2018-11-06,2018,11,5200,8800,thap_vu
2018-11-07,2018,11,5000,8900,thap_vu
2018-11-08,2018,11,5100,9000,thap_vu
2018-11-09,2018,11,5300,8900,thap_vu
2018-11-10,2018,11,5400,9300,thap_vu
2018-11-11,2018,11,5500,9000,thap_vu
2018-11-12,2018,11,5400,8900,thap_vu
2018-11-13,2018,11,5200,9200,thap_vu
2018-11-14,2018,11,5300,9200,thap_vu
2018-11-15,2018,11,5500,9300,thap_vu
2018-11-16,2018,11,5600,9200,thap_vu
2018-11-17,2018,11,5300,9500,thap_vu
2018-11-18,2018,11,5200,9500,thap_vu
2018-11-19,2018,11,5000,9900,thap_vu
2018-11-20,2018,11,4800,10100,thap_vu
2018-11-21,2018,11,4600,9800,thap_vu
2018-11-22,2018,11,4400,10100,thap_vu
2018-11-23,2018,11,4400,10500,thap_vu
2018-11-24,2018,11,4500,10600,thap_vu
2018-11-25,2018,11,4700,10300,thap_vu
2018-11-26,2018,11,5100,10400,thap_vu
2018-11-27,2018,11,5200,10600,thap_vu
2018-11-28,2018,11,5300,10900,thap_vu
2018-11-29,2018,11,5300,10500,thap_vu
2018-11-30,2018,11,5300,10700,thap_vu
2018-12-01,2018,12,5300,11000,thap_vu
2018-12-02,2018,12,5200,11100,thap_vu
2018-12-03,2018,12,5500,10800,thap_vu
2018-12-04,2018,12,5200,10800,thap_vu
2018-12-05,2018,12,5500,11100,thap_vu
2018-12-06,2018,12,5700,11400,thap_vu
2018-12-07,2018,12,5600,11400,thap_vu
2018-12-08,2018,12,5300,11700,thap_vu
2018-12-09,2018,12,5300,11500,thap_vu
2018-12-10,2018,12,5500,11800,thap_vu
2018-12-11,2018,12,5700,11400,thap_vu
2018-12-12,2018,12,5900,11100,thap_vu
2018-12-13,2018,12,5800,10900,thap_vu
2018-12-14,2018,12,6000,10700,thap_vu
2018-12-15,2018,12,5700,10700,thap_vu
2018-12-16,2018,12,6000,10500,thap_vu
2018-12-17,2018,12,5900,10400,thap_vu
2018-12-18,2018,12,5700,10300,thap_vu
2018-12-19,2018,12,5500,10500,thap_vu
2018-12-20,2018,12,5300,10700,thap_vu
2018-12-21,2018,12,5500,11100,thap_vu
2018-12-22,2018,12,5500,10800,thap_vu
2018-12-23,2018,12,5800,10500,thap_vu
2018-12-24,2018,12,5800,10800,thap_vu
2018-12-25,2018,12,5700,11200,thap_vu
2018-12-26,2018,12,5600,11200,thap_vu
2018-12-27,2018,12,5400,11500,thap_vu
2018-12-28,2018,12,5500,11500,thap_vu
2018-12-29,2018,12,5400,11600,thap_vu
2018-12-30,2018,12,5400,11400,thap_vu
2018-12-31,2018,12,5200,11300,thap_vu
2019-01-01,2019,1,5400,11000,thap_vu
2019-01-02,2019,1,5300,11500,thap_vu
2019-01-03,2019,1,5700,11900,thap_vu
2019-01-04,2019,1,5500,11800,thap_vu
2019-01-05,2019,1,5400,11700,thap_vu
2019-01-06,2019,1,5200,11700,thap_vu
2019-01-07,2019,1,5300,11500,thap_vu
2019-01-08,2019,1,5300,11700,thap_vu
2019-01-09,2019,1,5300,11400,thap_vu
2019-01-10,2019,1,5200,11700,thap_vu
2019-01-11,2019,1,5600,12200,thap_vu
2019-01-12,2019,1,5700,12600,thap_vu
2019-01-13,2019,1,5900,13000,thap_vu
2019-01-14,2019,1,5800,13000,thap_vu
2019-01-15,2019,1,5600,12700,thap_vu
2019-01-16,2019,1,5500,13200,thap_vu
2019-01-17,2019,1,5600,13200,thap_vu
2019-01-18,2019,1,5700,13000,thap_vu
2019-01-19,2019,1,6000,13400,thap_vu
2019-01-20,2019,1,6300,13400,thap_vu
2019-01-21,2019,1,6200,13800,thap_vu
2019-01-22,2019,1,6400,13800,thap_vu
2019-01-23,2019,1,6300,14100,thap_vu
2019-01-24,2019,1,6600,13900,thap_vu
2019-01-25,2019,1,6500,13900,thap_vu
2019-01-26,2019,1,6300,14300,thap_vu
2019-01-27,2019,1,6300,14700,thap_vu
2019-01-28,2019,1,6400,14900,thap_vu
2019-01-29,2019,1,6400,15000,thap_vu
2019-01-30,2019,1,6600,14900,thap_vu
2019-01-31,2019,1,6400,14500,thap_vu
2019-02-01,2019,2,6600,14500,thap_vu
2019-02-02,2019,2,6600,14500,thap_vu
2019-02-03,2019,2,6400,14300,thap_vu
2019-02-04,2019,2,6500,14300,thap_vu
2019-02-05,2019,2,6600,14300,thap_vu
2019-02-06,2019,2,6700,14400,thap_vu
2019-02-07,2019,2,6400,14200,thap_vu
2019-02-08,2019,2,6200,14100,thap_vu
2019-02-09,2019,2,6200,13900,thap_vu
2019-02-10,2019,2,6200,14100,thap_vu
2019-02-11,2019,2,6400,14200,thap_vu
2019-02-12,2019,2,6500,14000,thap_vu
2019-02-13,2019,2,6300,14100,thap_vu
2019-02-14,2019,2,6400,14000,thap_vu
2019-02-15,2019,2,6600,13700,thap_vu
2019-02-16,2019,2,6500,14000,thap_vu
2019-02-17,2019,2,6500,14100,thap_vu
2019-02-18,2019,2,6300,14100,thap_vu
2019-02-19,2019,2,6600,14100,thap_vu
2019-02-20,2019,2,6800,14400,thap_vu
2019-02-21,2019,2,6700,14500,thap_vu
2019-02-22,2019,2,6500,14800,thap_vu
2019-02-23,2019,2,6300,14500,thap_vu
2019-02-24,2019,2,6500,14200,thap_vu
2019-02-25,2019,2,6300,13900,thap_vu
2019-02-26,2019,2,6000,13600,thap_vu
2019-02-27,2019,2,6200,13800,thap_vu
2019-02-28,2019,2,6000,14100,thap_vu
2019-03-01,2019,3,5800,14400,thap_vu
2019-03-02,2019,3,5700,14100,thap_vu
2019-03-03,2019,3,5600,14100,thap_vu
2019-03-04,2019,3,5300,13900,thap_vu
2019-03-05,2019,3,5600,13900,thap_vu
2019-03-06,2019,3,5500,13900,thap_vu
2019-03-07,2019,3,5600,13800,thap_vu
2019-03-08,2019,3,5500,13700,thap_vu
2019-03-09,2019,3,5300,14000,thap_vu
2019-03-10,2019,3,5100,14200,thap_vu
2019-03-11,2019,3,4900,14100,thap_vu
2019-03-12,2019,3,5000,13900,thap_vu
2019-03-13,2019,3,5100,13700,thap_vu
2019-03-14,2019,3,4900,14000,thap_vu
2019-03-15,2019,3,4700,14300,thap_vu
2019-03-16,2019,3,4800,14400,thap_vu
2019-03-17,2019,3,4800,14500,thap_vu
2019-03-18,2019,3,5100,14100,thap_vu
2019-03-19,2019,3,5200,14400,thap_vu
2019-03-20,2019,3,5400,14200,thap_vu
2019-03-21,2019,3,5300,14400,thap_vu
2019-03-22,2019,3,5300,14500,thap_vu
2019-03-23,2019,3,5200,14700,thap_vu
2019-03-24,2019,3,5200,14700,thap_vu
2019-03-25,2019,3,5000,14300,thap_vu
2019-03-26,2019,3,5000,14400,thap_vu
2019-03-27,2019,3,4800,14100,thap_vu
2019-03-28,2019,3,5000,13800,thap_vu
2019-03-29,2019,3,4900,13600,thap_vu
2019-03-30,2019,3,5300,13300,thap_vu
2019-03-31,2019,3,5200,13100,thap_vu
2019-04-01,2019,4,5000,13100,cao
2019-04-02,2019,4,5100,13000,cao
2019-04-03,2019,4,5100,12700,cao
2019-04-04,2019,4,5200,12700,cao
2019-04-05,2019,4,5300,12600,cao
2019-04-06,2019,4,5300,12400,cao
2019-04-07,2019,4,5100,12000,cao
2019-04-08,2019,4,5200,11600,cao
2019-04-09,2019,4,5000,11500,cao
2019-04-10,2019,4,5100,11300,cao
2019-04-11,2019,4,5400,11000,cao
2019-04-12,2019,4,5100,10800,cao
2019-04-13,2019,4,5200,11200,cao
2019-04-14,2019,4,5200,11600,cao
2019-04-15,2019,4,5300,11800,cao
2019-04-16,2019,4,5200,11800,cao
2019-04-17,2019,4,5300,11700,cao
2019-04-18,2019,4,5500,11900,cao
2019-04-19,2019,4,5400,11500,cao
2019-04-20,2019,4,5200,11700,cao
2019-04-21,2019,4,5000,11600,cao
2019-04-22,2019,4,5000,11300,cao
2019-04-23,2019,4,4900,11600,cao
2019-04-24,2019,4,4800,11500,cao
2019-04-25,2019,4,4900,11200,cao
2019-04-26,2019,4,5200,11300,cao
2019-04-27,2019,4,5300,11300,cao
2019-04-28,2019,4,5400,11500,cao
2019-04-29,2019,4,5500,11500,cao
2019-04-30,2019,4,5300,11700,cao
2019-05-01,2019,5,5200,11900,cao
2019-05-02,2019,5,5200,12100,cao
2019-05-03,2019,5,5200,12000,cao
2019-05-04,2019,5,5100,12200,cao
2019-05-05,2019,5,5000,12300,cao
2019-05-06,2019,5,4800,12100,cao
2019-05-07,2019,5,4700,12300,cao
2019-05-08,2019,5,4400,12600,cao
2019-05-09,2019,5,4600,12800,cao
2019-05-10,2019,5,4800,12400,cao
2019-05-11,2019,5,4600,12100,cao
2019-05-12,2019,5,4600,12300,cao
2019-05-13,2019,5,4500,12600,cao
2019-05-14,2019,5,4700,12400,cao
2019-05-15,2019,5,4900,12100,cao
2019-05-16,2019,5,4700,12400,cao
2019-05-17,2019,5,4800,12400,cao
2019-05-18,2019,5,4700,12300,cao
2019-05-19,2019,5,4900,12600,cao
2019-05-20,2019,5,5100,12200,cao
2019-05-21,2019,5,5300,12200,cao
2019-05-22,2019,5,5500,12000,cao
2019-05-23,2019,5,5800,11800,cao
2019-05-24,2019,5,6000,12100,cao
2019-05-25,2019,5,5900,12400,cao
2019-05-26,2019,5,6100,12200,cao
2019-05-27,2019,5,6300,12200,cao
2019-05-28,2019,5,6200,11800,cao
2019-05-29,2019,5,6500,11800,cao
2019-05-30,2019,5,6600,12000,cao
2019-05-31,2019,5,6700,12000,cao
2019-06-01,2019,6,6800,12200,cao
2019-06-02,2019,6,6500,12200,cao
2019-06-03,2019,6,6200,12100,cao
2019-06-04,2019,6,5900,11700,cao
2019-06-05,2019,6,6100,11900,cao
2019-06-06,2019,6,6300,11700,cao
2019-06-07,2019,6,6100,11800,cao
2019-06-08,2019,6,5900,11700,cao
2019-06-09,2019,6,6100,12000,cao
2019-06-10,2019,6,6300,12000,cao
2019-06-11,2019,6,6600,11700,cao
2019-06-12,2019,6,6500,11600,cao
2019-06-13,2019,6,6400,11900,cao
2019-06-14,2019,6,6300,12200,cao
2019-06-15,2019,6,6000,12300,cao
2019-06-16,2019,6,6200,12100,cao
2019-06-17,2019,6,6300,12100,cao
2019-06-18,2019,6,6400,12000,cao
2019-06-19,2019,6,6200,11800,cao
2019-06-20,2019,6,6100,11900,cao
2019-06-21,2019,6,5900,11700,cao
2019-06-22,2019,6,6000,11800,cao
2019-06-23,2019,6,5700,11400,cao
2019-06-24,2019,6,5900,11700,cao
2019-06-25,2019,6,6000,11900,cao
2019-06-26,2019,6,6000,11700,cao
2019-06-27,2019,6,6300,11700,cao
2019-06-28,2019,6,6200,12000,cao
2019-06-29,2019,6,6100,12000,cao
2019-06-30,2019,6,5800,11600,cao
2019-07-01,2019,7,5900,11900,cao
2019-07-02,2019,7,5900,12000,cao
2019-07-03,2019,7,6100,11800,cao
2019-07-04,2019,7,5900,12000,cao
2019-07-05,2019,7,5600,11700,cao
2019-07-06,2019,7,5400,11800,cao
2019-07-07,2019,7,5700,11300,cao
2019-07-08,2019,7,5600,11300,cao
2019-07-09,2019,7,5400,10900,cao
2019-07-10,2019,7,5200,10900,cao
2019-07-11,2019,7,5200,10900,cao
2019-07-12,2019,7,5200,10800,cao
2019-07-13,2019,7,5300,11100,cao
2019-07-14,2019,7,5400,10900,cao
2019-07-15,2019,7,5600,10600,cao
2019-07-16,2019,7,5700,10600,cao
2019-07-17,2019,7,5400,10900,cao
2019-07-18,2019,7,5200,11100,cao
2019-07-19,2019,7,5300,10800,cao
2019-07-20,2019,7,5100,10400,cao
2019-07-21,2019,7,5100,10300,cao
2019-07-22,2019,7,5300,9900,cao
2019-07-23,2019,7,5400,9800,cao
2019-07-24,2019,7,5200,9700,cao
2019-07-25,2019,7,5100,9900,cao
2019-07-26,2019,7,5200,9900,cao
2019-07-27,2019,7,5200,9900,cao
2019-07-28,2019,7,5400,10000,cao
2019-07-29,2019,7,5100,9900,cao
2019-07-30,2019,7,5200,9600,cao
2019-07-31,2019,7,5200,9400,cao
2019-08-01,2019,8,5200,9200,cao
2019-08-02,2019,8,5400,9200,cao
2019-08-03,2019,8,5100,8900,cao
2019-08-04,2019,8,4900,9000,cao
2019-08-05,2019,8,4700,8700,cao
2019-08-06,2019,8,4800,8500,cao
2019-08-07,2019,8,4600,8900,cao
2019-08-08,2019,8,4600,9100,cao
2019-08-09,2019,8,4900,9400,cao
2019-08-10,2019,8,5000,9500,cao
2019-08-11,2019,8,5100,9100,cao
2019-08-12,2019,8,5100,9300,cao
2019-08-13,2019,8,5100,9300,cao
2019-08-14,2019,8,5000,9500,cao
2019-08-15,2019,8,4900,9200,cao
2019-08-16,2019,8,4600,9600,cao
2019-08-17,2019,8,4700,9800,cao
2019-08-18,2019,8,4900,9500,cao
2019-08-19,2019,8,4900,9200,cao
2019-08-20,2019,8,5000,9600,cao
2019-08-21,2019,8,5100,9300,cao
2019-08-22,2019,8,4800,9000,cao
2019-08-23,2019,8,5100,9300,cao
2019-08-24,2019,8,5100,9200,cao
2019-08-25,2019,8,5200,9300,cao
2019-08-26,2019,8,5200,9500,cao
2019-08-27,2019,8,5100,9100,cao
2019-08-28,2019,8,5100,9200,cao
2019-08-29,2019,8,5200,8800,cao
2019-08-30,2019,8,5100,8600,cao
2019-08-31,2019,8,5000,8800,cao
2019-09-01,2019,9,4800,8700,cao
2019-09-02,2019,9,5000,8900,cao
2019-09-03,2019,9,5200,9200,cao
2019-09-04,2019,9,5300,9400,cao
2019-09-05,2019,9,5400,9100,cao
2019-09-06,2019,9,5300,8900,cao
2019-09-07,2019,9,5500,8900,cao
2019-09-08,2019,9,5800,8600,cao
2019-09-09,2019,9,5800,8300,cao
2019-09-10,2019,9,5700,8300,cao
2019-09-11,2019,9,5600,8100,cao
2019-09-12,2019,9,5700,8300,cao
2019-09-13,2019,9,5600,8700,cao
2019-09-14,2019,9,5700,9000,cao
2019-09-15,2019,9,5400,8700,cao
2019-09-16,2019,9,5600,8500,cao
2019-09-17,2019,9,5600,8700,cao
2019-09-18,2019,9,5500,8500,cao
2019-09-19,2019,9,5500,8800,cao
2019-09-20,2019,9,5400,8900,cao
2019-09-21,2019,9,5500,8800,cao
2019-09-22,2019,9,5700,8800,cao
2019-09-23,2019,9,5600,8800,cao
2019-09-24,2019,9,5800,8700,cao
2019-09-25,2019,9,5500,9000,cao
2019-09-26,2019,9,5400,9500,cao
2019-09-27,2019,9,5500,9700,cao
2019-09-28,2019,9,5300,9800,cao
2019-09-29,2019,9,5300,9700,cao
2019-09-30,2019,9,5300,9500,cao
2019-10-01,2019,10,5000,9400,thap_vu
2019-10-02,2019,10,5200,9500,thap_vu
2019-10-03,2019,10,5400,9700,thap_vu
2019-10-04,2019,10,5600,9700,thap_vu
2019-10-05,2019,10,5300,9600,thap_vu
2019-10-06,2019,10,5100,10100,thap_vu
2019-10-07,2019,10,5200,10100,thap_vu
2019-10-08,2019,10,4900,10400,thap_vu
2019-10-09,2019,10,5100,10700,thap_vu
2019-10-10,2019,10,4900,10600,thap_vu
2019-10-11,2019,10,4600,10800,thap_vu
2019-10-12,2019,10,4800,10800,thap_vu
2019-10-13,2019,10,5100,10900,thap_vu
2019-10-14,2019,10,5200,11000,thap_vu
2019-10-15,2019,10,5400,11200,thap_vu
2019-10-16,2019,10,5400,11000,thap_vu
2019-10-17,2019,10,5600,10900,thap_vu
2019-10-18,2019,10,5800,10600,thap_vu
2019-10-19,2019,10,5800,10600,thap_vu
2019-10-20,2019,10,5900,10700,thap_vu
2019-10-21,2019,10,5900,10600,thap_vu
2019-10-22,2019,10,5900,11100,thap_vu
2019-10-23,2019,10,5700,11300,thap_vu
2019-10-24,2019,10,5900,11000,thap_vu
2019-10-25,2019,10,6000,11400,thap_vu
2019-10-26,2019,10,6100,11300,thap_vu
2019-10-27,2019,10,5800,11000,thap_vu
2019-10-28,2019,10,5700,11100,thap_vu
2019-10-29,2019,10,5800,10700,thap_vu
2019-10-30,2019,10,5600,11000,thap_vu
2019-10-31,2019,10,5500,11400,thap_vu
2019-11-01,2019,11,5600,11700,thap_vu
2019-11-02,2019,11,5800,11900,thap_vu
2019-11-03,2019,11,5800,11900,thap_vu
2019-11-04,2019,11,5700,12100,thap_vu
2019-11-05,2019,11,5600,12100,thap_vu
2019-11-06,2019,11,5800,12300,thap_vu
2019-11-07,2019,11,6000,12400,thap_vu
2019-11-08,2019,11,6000,12100,thap_vu
2019-11-09,2019,11,6100,12200,thap_vu
2019-11-10,2019,11,5900,12200,thap_vu
2019-11-11,2019,11,6200,12000,thap_vu
2019-11-12,2019,11,6100,12200,thap_vu
2019-11-13,2019,11,6300,12300,thap_vu
2019-11-14,2019,11,6500,12000,thap_vu
2019-11-15,2019,11,6700,11800,thap_vu
2019-11-16,2019,11,6500,11600,thap_vu
2019-11-17,2019,11,6200,11500,thap_vu
2019-11-18,2019,11,6300,11400,thap_vu
2019-11-19,2019,11,6300,11300,thap_vu
2019-11-20,2019,11,6200,11700,thap_vu
2019-11-21,2019,11,6400,11800,thap_vu
2019-11-22,2019,11,6300,11500,thap_vu
2019-11-23,2019,11,6200,11500,thap_vu
2019-11-24,2019,11,6500,11400,thap_vu
2019-11-25,2019,11,6300,11500,thap_vu
2019-11-26,2019,11,6300,11200,thap_vu
2019-11-27,2019,11,6600,11200,thap_vu
2019-11-28,2019,11,6600,11200,thap_vu
2019-11-29,2019,11,6300,11200,thap_vu
2019-11-30,2019,11,6600,10900,thap_vu
2019-12-01,2019,12,6700,11200,thap_vu
2019-12-02,2019,12,6800,11400,thap_vu
2019-12-03,2019,12,6900,11600,thap_vu
2019-12-04,2019,12,6700,11300,thap_vu
2019-12-05,2019,12,6700,11500,thap_vu
2019-12-06,2019,12,6800,11500,thap_vu
2019-12-07,2019,12,6800,11400,thap_vu
2019-12-08,2019,12,6800,11500,thap_vu
2019-12-09,2019,12,6900,11200,thap_vu
2019-12-10,2019,12,7000,11300,thap_vu
2019-12-11,2019,12,7200,11400,thap_vu
2019-12-12,2019,12,6900,11100,thap_vu
2019-12-13,2019,12,7000,11100,thap_vu
2019-12-14,2019,12,6900,10900,thap_vu
2019-12-15,2019,12,6700,11000,thap_vu
2019-12-16,2019,12,6500,10700,thap_vu
2019-12-17,2019,12,6400,10500,thap_vu
2019-12-18,2019,12,6600,10400,thap_vu
2019-12-19,2019,12,6500,10800,thap_vu
2019-12-20,2019,12,6300,11200,thap_vu
2019-12-21,2019,12,6400,11300,thap_vu
2019-12-22,2019,12,6400,11500,thap_vu
2019-12-23,2019,12,6200,11300,thap_vu
2019-12-24,2019,12,6100,11400,thap_vu
2019-12-25,2019,12,6300,11900,thap_vu
2019-12-26,2019,12,6100,12000,thap_vu
2019-12-27,2019,12,6200,12400,thap_vu
2019-12-28,2019,12,6200,12900,thap_vu
2019-12-29,2019,12,6200,12800,thap_vu
2019-12-30,2019,12,6100,12700,thap_vu
2019-12-31,2019,12,5800,12500,thap_vu
2020-01-01,2020,1,5500,12600,thap_vu
2020-01-02,2020,1,5300,12300,thap_vu
2020-01-03,2020,1,5300,12000,thap_vu
2020-01-04,2020,1,5400,12000,thap_vu
2020-01-05,2020,1,5200,11800,thap_vu
2020-01-06,2020,1,5100,12000,thap_vu
2020-01-07,2020,1,5100,12100,thap_vu
2020-01-08,2020,1,4900,11700,thap_vu
2020-01-09,2020,1,5100,11300,thap_vu
2020-01-10,2020,1,5100,11100,thap_vu
2020-01-11,2020,1,5200,11200,thap_vu
2020-01-12,2020,1,4900,11300,thap_vu
2020-01-13,2020,1,5000,10900,thap_vu
2020-01-14,2020,1,5300,11000,thap_vu
2020-01-15,2020,1,5400,11000,thap_vu
2020-01-16,2020,1,5200,11000,thap_vu
2020-01-17,2020,1,5000,11100,thap_vu
2020-01-18,2020,1,5000,11200,thap_vu
2020-01-19,2020,1,5200,10800,thap_vu
2020-01-20,2020,1,5400,11000,thap_vu
2020-01-21,2020,1,5600,10700,thap_vu
2020-01-22,2020,1,5500,10300,thap_vu
2020-01-23,2020,1,5200,10300,thap_vu
2020-01-24,2020,1,5200,10100,thap_vu
2020-01-25,2020,1,5400,10000,thap_vu
2020-01-26,2020,1,5600,10100,thap_vu
2020-01-27,2020,1,5900,10200,thap_vu
2020-01-28,2020,1,5900,10400,thap_vu
2020-01-29,2020,1,5500,10200,thap_vu
